Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FO","Forestry Production and Trade","226","Equatorial Guinea","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","447000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","226","Equatorial Guinea","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","1300000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","226","Equatorial Guinea","5510","Production","1630","Wood charcoal","2024","2024","t","12401","E","Estimated value",""
"FO","Forestry Production and Trade","226","Equatorial Guinea","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","300","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","226","Equatorial Guinea","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","80000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","226","Equatorial Guinea","5516","Production","1634","Veneer sheets","2024","2024","m3","44000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","226","Equatorial Guinea","5516","Production","1640","Plywood and LVL","2024","2024","m3","3000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","1000536","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","1020","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","21475","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5510","Production","1630","Wood charcoal","2024","2024","t","142000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","232","Eritrea","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","1460909","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","2600833","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","2459091","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","1102500","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","1020000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","1261667","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","27273","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","16667","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1630","Wood charcoal","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1619","Wood chips and particles","2024","2024","m3","1700000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1620","Wood residues","2024","2024","m3","2400000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1600","Recovered post-consumer wood","2024","2024","t","140000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1693","Wood pellets","2024","2024","t","1365000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","25000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","1380000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","105000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1634","Veneer sheets","2024","2024","m3","145000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1640","Plywood and LVL","2024","2024","m3","209900","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1607","Laminated Veneer Lumber (LVL)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1697","Particle board","2024","2024","m3","60","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1606","Oriented strand board (OSB)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1647","Hardboard","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1648","Medium/high density fibreboard (MDF/HDF)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1650","Other fibreboard","2024","2024","m3","38010","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1685","Mechanical and semi-chemical wood pulp","2024","2024","t","166948","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1656","Chemical wood pulp","2024","2024","t","41853","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","41853","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1663","Chemical wood pulp, sulphate, bleached","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1686","Chemical wood pulp, sulphite","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1667","Dissolving wood pulp","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1669","Recovered paper","2024","2024","t","95000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1671","Newsprint","2024","2024","t","400","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1674","Printing and writing papers","2024","2024","t","900","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","400","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1616","Printing and writing papers, coated","2024","2024","t","500","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1675","Other paper and paperboard","2024","2024","t","48030","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1676","Household and sanitary papers","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1617","Case materials","2024","2024","t","30","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1618","Cartonboard","2024","2024","t","2000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1621","Wrapping papers","2024","2024","t","44000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1622","Other papers mainly for packaging","2024","2024","t","2000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1683","Other paper and paperboard, not elsewhere specified","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1636","Glue-laminated timber (glulam)","2024","2024","m3","435000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5516","Production","1688","Cross-laminated timber (CLT or X-lam)","2024","2024","m3","25000","A","Official figure",""
"FO","Forestry Production and Trade","233","Estonia","5510","Production","1684","I-beams (I-joists)","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","120000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","1246606","E","Estimated value",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","260000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","604000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","70000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1630","Wood charcoal","2024","2024","t","58391","E","Estimated value",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","310000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","20000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1634","Veneer sheets","2024","2024","m3","1000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1640","Plywood and LVL","2024","2024","m3","8000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5516","Production","1697","Particle board","2024","2024","m3","45000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1656","Chemical wood pulp","2024","2024","t","0","E","Estimated value",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1669","Recovered paper","2024","2024","t","6000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1675","Other paper and paperboard","2024","2024","t","49000","E","Estimated value",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1676","Household and sanitary papers","2024","2024","t","10000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","748","Eswatini","5510","Production","1617","Case materials","2024","2024","t","39000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","8374945","E","Estimated value",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","111351215","E","Estimated value",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","6000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","620000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","6000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","1000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","1000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","2916000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1630","Wood charcoal","2024","2024","t","5185241","E","Estimated value",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1619","Wood chips and particles","2024","2024","m3","22500","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1620","Wood residues","2024","2024","m3","48593","A","Official figure",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","232","A","Official figure",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","500","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","78000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1634","Veneer sheets","2024","2024","m3","5257","E","Estimated value",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1640","Plywood and LVL","2024","2024","m3","55330","A","Official figure",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1697","Particle board","2024","2024","m3","22000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1647","Hardboard","2024","2024","m3","25090","A","Official figure",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1648","Medium/high density fibreboard (MDF/HDF)","2024","2024","m3","243880","A","Official figure",""
"FO","Forestry Production and Trade","231","Ethiopia","5516","Production","1650","Other fibreboard","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","9400","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1669","Recovered paper","2024","2024","t","2500","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1671","Newsprint","2024","2024","t","13000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1674","Printing and writing papers","2024","2024","t","38400","E","Estimated value",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","16000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","6400","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1616","Printing and writing papers, coated","2024","2024","t","16000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1675","Other paper and paperboard","2024","2024","t","27000","E","Estimated value",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1676","Household and sanitary papers","2024","2024","t","15000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1617","Case materials","2024","2024","t","1000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1618","Cartonboard","2024","2024","t","1000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1622","Other papers mainly for packaging","2024","2024","t","10000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","231","Ethiopia","5510","Production","1683","Other paper and paperboard, not elsewhere specified","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","922","E","Estimated value",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5510","Production","1630","Wood charcoal","2024","2024","t","132","E","Estimated value",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","238","Falkland Islands (Malvinas)","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5510","Production","1630","Wood charcoal","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5516","Production","1634","Veneer sheets","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","234","Faroe Islands","5516","Production","1640","Plywood and LVL","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","191132","E","Estimated value",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","152000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","240000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","400000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","8000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5510","Production","1630","Wood charcoal","2024","2024","t","2551","E","Estimated value",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1619","Wood chips and particles","2024","2024","m3","400400","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","65000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","65000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1634","Veneer sheets","2024","2024","m3","9000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5516","Production","1640","Plywood and LVL","2024","2024","m3","11000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","242","Fiji","5510","Production","1669","Recovered paper","2024","2024","t","3000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","4428942","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","5384313","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","24637924","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","1088301","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","22059399","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","6851526","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","0","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1630","Wood charcoal","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1619","Wood chips and particles","2024","2024","m3","8606976","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1620","Wood residues","2024","2024","m3","4656085","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1600","Recovered post-consumer wood","2024","2024","t","460198","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1693","Wood pellets","2024","2024","t","323626","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","0","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","10930000","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1633","Sawnwood, non-coniferous","2024","2024","m3","46200","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1634","Veneer sheets","2024","2024","m3","253050","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1640","Plywood and LVL","2024","2024","m3","920000","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1607","Laminated Veneer Lumber (LVL)","2024","2024","m3","254000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1697","Particle board","2024","2024","m3","53594","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1606","Oriented strand board (OSB)","2024","2024","m3","0","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1647","Hardboard","2024","2024","m3","43610","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1648","Medium/high density fibreboard (MDF/HDF)","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1650","Other fibreboard","2024","2024","m3","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1685","Mechanical and semi-chemical wood pulp","2024","2024","t","2310000","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1656","Chemical wood pulp","2024","2024","t","6970000","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1662","Chemical wood pulp, sulphate, unbleached","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1663","Chemical wood pulp, sulphate, bleached","2024","2024","t","6395562","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1686","Chemical wood pulp, sulphite","2024","2024","t","574438","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1667","Dissolving wood pulp","2024","2024","t","400000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1668","Pulp from fibres other than wood","2024","2024","t","0","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1669","Recovered paper","2024","2024","t","460000","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1671","Newsprint","2024","2024","t","39871","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1674","Printing and writing papers","2024","2024","t","2020129","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1612","Printing and writing papers, uncoated, mechanical","2024","2024","t","95203","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1615","Printing and writing papers, uncoated, woodfree","2024","2024","t","302926","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1616","Printing and writing papers, coated","2024","2024","t","1622000","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1675","Other paper and paperboard","2024","2024","t","4870000","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1676","Household and sanitary papers","2024","2024","t","200000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1617","Case materials","2024","2024","t","924210","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1618","Cartonboard","2024","2024","t","2467463","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1621","Wrapping papers","2024","2024","t","495875","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1622","Other papers mainly for packaging","2024","2024","t","232452","E","Estimated value",""
"FO","Forestry Production and Trade","246","Finland","5510","Production","1683","Other paper and paperboard, not elsewhere specified","2024","2024","t","550000","A","Official figure",""
"FO","Forestry Production and Trade","246","Finland","5516","Production","1636","Glue-laminated timber (glulam)","2024","2024","m3","308000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1627","Wood fuel, coniferous","2024","2024","m3","2410940","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1628","Wood fuel, non-coniferous","2024","2024","m3","21698460","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1601","Sawlogs and veneer logs, coniferous","2024","2024","m3","10681000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1604","Sawlogs and veneer logs, non-coniferous","2024","2024","m3","4241000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1602","Pulpwood, round and split, coniferous (production)","2024","2024","m3","5126000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1603","Pulpwood, round and split, non-coniferous (production)","2024","2024","m3","3094000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1623","Other industrial roundwood, coniferous (production)","2024","2024","m3","221000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1626","Other industrial roundwood, non-coniferous (production)","2024","2024","m3","327000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5510","Production","1630","Wood charcoal","2024","2024","t","50000","E","Estimated value",""
"FO","Forestry Production and Trade","250","France","5516","Production","1619","Wood chips and particles","2024","2024","m3","6844000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5516","Production","1620","Wood residues","2024","2024","m3","5781000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5510","Production","1600","Recovered post-consumer wood","2024","2024","t","6382000","I","Value imputed by a receiving agency",""
"FO","Forestry Production and Trade","250","France","5510","Production","1693","Wood pellets","2024","2024","t","2000000","A","Official figure",""
"FO","Forestry Production and Trade","250","France","5510","Production","1694","Wood briquettes and other agglomerates","2024","2024","t","289259","E","Estimated value",""
"FO","Forestry Production and Trade","250","France","5516","Production","1632","Sawnwood, coniferous","2024","2024","m3","6489000","I","Value imputed by a receiving agency",""
